"region","date","value"
"Hernando County,FL","25",0
"Collier County,FL","25",0.545454545454545
"Lee County,FL","25",0.477064220183486
"Bay County,FL","25",0
"Indian River County,FL","25",0
"Marion County,FL","25",0
"St. Lucie County,FL","25",0
"Seminole County,FL","25",0.333333333333333
"Charlotte County,FL","25",0.741228070175439
"Citrus County,FL","25",0
"Brevard County,FL","25",0.136683417085427
"Sarasota County,FL","25",0.466666666666667
"Manatee County,FL","25",0.2
"Polk County,FL","25",0.0869565217391304
"Nassau County,FL","25",0.193548387096774
"NULL,FL","25",0
"Flagler County,FL","25",0
"Lake County,FL","25",0
"Hillsborough County,FL","26",0.337349397590361
"Duval County,FL","26",0.306451612903226
"Clay County,FL","26",0.666666666666667
"Columbia County,FL","26",0.184713375796178
"Pinellas County,FL","26",0.325358851674641
"Pasco County,FL","26",0.349206349206349
"Osceola County,FL","26",0.327586206896552
"Orange County,FL","26",0.328828828828829
"Putnam County,FL","26",NA
"Alachua County,FL","26",0.0571428571428571
"Volusia County,FL","26",0.292307692307692
"Leon County,FL","26",0.036036036036036
"St. Johns County,FL","26",0.863636363636364
"Miami-Dade County,FL","26",0.715355805243446
"Palm Beach County,FL","26",0.464788732394366
"Broward County,FL","26",0
"Martin County,FL","26",0
"Sumter County,FL","26",0
"Hernando County,FL","26",0
"Collier County,FL","26",0.492424242424242
"Lee County,FL","26",0.793577981651376
"Bay County,FL","26",0
"Indian River County,FL","26",0
"Marion County,FL","26",0
"St. Lucie County,FL","26",0
"Seminole County,FL","26",0.178294573643411
"Charlotte County,FL","26",0.662280701754386
"Citrus County,FL","26",0
"Brevard County,FL","26",0.116582914572864
"Sarasota County,FL","26",0.386666666666667
"Manatee County,FL","26",0.8
"Polk County,FL","26",0.173913043478261
"Nassau County,FL","26",0.354838709677419
"NULL,FL","26",0
"Flagler County,FL","26",0
"Lake County,FL","26",0
"Hillsborough County,FL","27",0.345381526104418
"Duval County,FL","27",0.17741935483871
"Clay County,FL","27",0.333333333333333
"Columbia County,FL","27",0.140127388535032
"Pinellas County,FL","27",0.397129186602871
"Pasco County,FL","27",0.444444444444444
"Osceola County,FL","27",0.580459770114943
"Orange County,FL","27",0.27027027027027
"Putnam County,FL","27",NA
"Alachua County,FL","27",0.0285714285714286
"Volusia County,FL","27",0.338461538461538
"Leon County,FL","27",0.0720720720720721
"St. Johns County,FL","27",0.2
"Miami-Dade County,FL","27",0.831460674157303
"Palm Beach County,FL","27",0.492957746478873
"Broward County,FL","27",0.318181818181818
"Martin County,FL","27",0
"Sumter County,FL","27",0
"Hernando County,FL","27",0
"Collier County,FL","27",0.371212121212121
"Lee County,FL","27",0.688073394495413
"Bay County,FL","27",0
"Indian River County,FL","27",0
"Marion County,FL","27",0
"St. Lucie County,FL","27",0
"Seminole County,FL","27",0.434108527131783
"Charlotte County,FL","27",0.653508771929825
"Citrus County,FL","27",0
"Brevard County,FL","27",0.178894472361809
"Sarasota County,FL","27",0.746666666666667
"Manatee County,FL","27",0.4
"Polk County,FL","27",0.0956521739130435
"Nassau County,FL","27",0.193548387096774
"NULL,FL","27",0
"Flagler County,FL","27",0
"Lake County,FL","27",0
"Hillsborough County,FL","28",0.329317269076305
"Duval County,FL","28",0.338709677419355
"Clay County,FL","28",0.866666666666667
"Columbia County,FL","28",0.401273885350318
"Pinellas County,FL","28",0.62200956937799
"Pasco County,FL","28",0.412698412698413
"Osceola County,FL","28",0.494252873563218
"Orange County,FL","28",0.558558558558559
"Putnam County,FL","28",NA
"Alachua County,FL","28",0.2
"Volusia County,FL","28",0.292307692307692
"Leon County,FL","28",0.0990990990990991
"St. Johns County,FL","28",0.136363636363636
"Miami-Dade County,FL","28",0.887640449438202
"Palm Beach County,FL","28",0.52112676056338
"Broward County,FL","28",0.0909090909090909
"Martin County,FL","28",0
"Sumter County,FL","28",0
"Hernando County,FL","28",0
"Collier County,FL","28",0.553030303030303
"Lee County,FL","28",0.724770642201835
"Bay County,FL","28",0
"Indian River County,FL","28",0
"Marion County,FL","28",0
"St. Lucie County,FL","28",0
"Seminole County,FL","28",0.472868217054264
"Charlotte County,FL","28",0.565789473684211
"Citrus County,FL","28",0
"Brevard County,FL","28",0.24321608040201
"Sarasota County,FL","28",0.533333333333333
"Manatee County,FL","28",0.2
"Polk County,FL","28",0.173913043478261
"Nassau County,FL","28",0.193548387096774
"NULL,FL","28",0
"Flagler County,FL","28",0
"Lake County,FL","28",0
"Hillsborough County,FL","29",0.578313253012048
"Duval County,FL","29",0.419354838709677
"Clay County,FL","29",0.533333333333333
"Columbia County,FL","29",0.45859872611465
"Pinellas County,FL","29",0.497607655502392
"Pasco County,FL","29",0.634920634920635
"Osceola County,FL","29",0.390804597701149
"Orange County,FL","29",0.581081081081081
"Putnam County,FL","29",NA
"Alachua County,FL","29",0.371428571428571
"Volusia County,FL","29",0.784615384615385
"Leon County,FL","29",0.756756756756757
"St. Johns County,FL","29",0.272727272727273
"Miami-Dade County,FL","29",0.913857677902622
"Palm Beach County,FL","29",0.676056338028169
"Broward County,FL","29",0.227272727272727
"Martin County,FL","29",0
"Sumter County,FL","29",0
"Hernando County,FL","29",0
"Collier County,FL","29",0.916666666666667
"Lee County,FL","29",0.821100917431193
"Bay County,FL","29",0
"Indian River County,FL","29",0
"Marion County,FL","29",0
"St. Lucie County,FL","29",0
"Seminole County,FL","29",0.457364341085271
"Charlotte County,FL","29",0.679824561403509
"Citrus County,FL","29",0
"Brevard County,FL","29",0.307537688442211
"Sarasota County,FL","29",0.733333333333333
"Manatee County,FL","29",0.6
"Polk County,FL","29",0.0695652173913043
"Nassau County,FL","29",0.161290322580645
"NULL,FL","29",0
"Flagler County,FL","29",0
"Lake County,FL","29",0
"Hillsborough County,FL","30",0.590361445783133
"Duval County,FL","30",0.516129032258065
"Clay County,FL","30",0.2
"Columbia County,FL","30",0.56687898089172
"Pinellas County,FL","30",0.722488038277512
"Pasco County,FL","30",0.80952380952381
"Osceola County,FL","30",0.53448275862069
"Orange County,FL","30",0.54954954954955
"Putnam County,FL","30",NA
"Alachua County,FL","30",0.514285714285714
"Volusia County,FL","30",0.646153846153846
"Leon County,FL","30",0.864864864864865
"St. Johns County,FL","30",0.490909090909091
"Miami-Dade County,FL","30",0.955056179775281
"Palm Beach County,FL","30",1
"Broward County,FL","30",0.590909090909091
"Martin County,FL","30",0
"Sumter County,FL","30",0
"Hernando County,FL","30",0
"Collier County,FL","30",0.833333333333333
"Lee County,FL","30",0.857798165137615
"Bay County,FL","30",0
"Indian River County,FL","30",0
"Marion County,FL","30",0
"St. Lucie County,FL","30",0
"Seminole County,FL","30",0.317829457364341
"Charlotte County,FL","30",0.732456140350877
"Citrus County,FL","30",0
"Brevard County,FL","30",0.410050251256281
"Sarasota County,FL","30",0.853333333333333
"Manatee County,FL","30",0.4
"Polk County,FL","30",0.2
"Nassau County,FL","30",0.193548387096774
"NULL,FL","30",0.326530612244898
"Flagler County,FL","30",0
"Lake County,FL","30",0
"Hillsborough County,FL","31",0.706827309236948
"Duval County,FL","31",0.596774193548387
"Clay County,FL","31",0
"Columbia County,FL","31",0.656050955414013
"Pinellas County,FL","31",0.808612440191388
"Pasco County,FL","31",0.936507936507937
"Osceola County,FL","31",0.770114942528736
"Orange County,FL","31",0.436936936936937
"Putnam County,FL","31",NA
"Alachua County,FL","31",0.4
"Volusia County,FL","31",0.707692307692308
"Leon County,FL","31",1
"St. Johns County,FL","31",0.709090909090909
"Miami-Dade County,FL","31",0.876404494382023
"Palm Beach County,FL","31",0.830985915492958
"Broward County,FL","31",0.454545454545455
"Martin County,FL","31",0
"Sumter County,FL","31",0
"Hernando County,FL","31",0
"Collier County,FL","31",1
"Lee County,FL","31",0.802752293577982
"Bay County,FL","31",0
"Indian River County,FL","31",0
"Marion County,FL","31",0
"St. Lucie County,FL","31",0
"Seminole County,FL","31",1
"Charlotte County,FL","31",0.767543859649123
"Citrus County,FL","31",0
"Brevard County,FL","31",0.711557788944724
"Sarasota County,FL","31",0.946666666666667
"Manatee County,FL","31",0.7
"Polk County,FL","31",0.730434782608696
"Nassau County,FL","31",0.451612903225806
"NULL,FL","31",0.489795918367347
"Flagler County,FL","31",0.625
"Lake County,FL","31",1
"Hillsborough County,FL","32",1
"Duval County,FL","32",1
"Clay County,FL","32",0
"Columbia County,FL","32",1
"Pinellas County,FL","32",0.842105263157895
"Pasco County,FL","32",0.793650793650794
"Osceola County,FL","32",1
"Orange County,FL","32",0.527027027027027
"Putnam County,FL","32",NA
"Alachua County,FL","32",0.657142857142857
"Volusia County,FL","32",0.892307692307692
"Leon County,FL","32",0.972972972972973
"St. Johns County,FL","32",1
"Miami-Dade County,FL","32",1
"Palm Beach County,FL","32",0.549295774647887
"Broward County,FL","32",1
"Martin County,FL","32",0
"Sumter County,FL","32",0
"Hernando County,FL","32",0
"Collier County,FL","32",0.924242424242424
"Lee County,FL","32",0.912844036697248
"Bay County,FL","32",0
"Indian River County,FL","32",0
"Marion County,FL","32",0
"St. Lucie County,FL","32",0
"Seminole County,FL","32",1
"Charlotte County,FL","32",1
"Citrus County,FL","32",0
"Brevard County,FL","32",1
"Sarasota County,FL","32",1
"Manatee County,FL","32",0.5
"Polk County,FL","32",1
"Nassau County,FL","32",1
"NULL,FL","32",1
"Flagler County,FL","32",1
"Lake County,FL","32",0
"Hillsborough County,FL","33",0.799196787148594
"Duval County,FL","33",0.935483870967742
"Clay County,FL","33",0
"Columbia County,FL","33",0.987261146496815
"Pinellas County,FL","33",1
"Pasco County,FL","33",1
"Osceola County,FL","33",0.689655172413793
"Orange County,FL","33",1
"Putnam County,FL","33",NA
"Alachua County,FL","33",1
"Volusia County,FL","33",1
"Leon County,FL","33",0.936936936936937
"St. Johns County,FL","33",0.909090909090909
"Miami-Dade County,FL","33",0.749063670411985
"Palm Beach County,FL","33",0.52112676056338
"Broward County,FL","33",0.727272727272727
"Martin County,FL","33",0
"Sumter County,FL","33",0
"Hernando County,FL","33",0
"Collier County,FL","33",0.916666666666667
"Lee County,FL","33",1
"Bay County,FL","33",1
"Indian River County,FL","33",1
"Marion County,FL","33",0
"St. Lucie County,FL","33",0
"Seminole County,FL","33",0.906976744186046
"Charlotte County,FL","33",0.855263157894737
"Citrus County,FL","33",0
"Brevard County,FL","33",0.905527638190955
"Sarasota County,FL","33",1
"Manatee County,FL","33",1
"Polk County,FL","33",0.747826086956522
"Nassau County,FL","33",0.967741935483871
"NULL,FL","33",0.755102040816326
"Flagler County,FL","33",0.375
"Lake County,FL","33",1
