"zips","lon","lat"
"85706",NA,NA
"85711",NA,NA
"85712",NA,NA
"85716",NA,NA
"85719",NA,NA
"85743",NA,NA
"85746",NA,NA
"85748",NA,NA
"85749",NA,NA
"86001",NA,NA
"86301",NA,NA
"86314",NA,NA
"86323",NA,NA
"86326",NA,NA
"86336",NA,NA
"86403",NA,NA
"8701",NA,NA
"87102",NA,NA
"87105",NA,NA
"87110",NA,NA
"87120",NA,NA
"87122",NA,NA
"8753",NA,NA
"87532",NA,NA
"87801",NA,NA
"8807",NA,NA
"88101",NA,NA
"90514",NA,NA
"90803",NA,NA
"91901",NA,NA
"91906",NA,NA
"92027",NA,NA
"92101",NA,NA
"92173",NA,NA
"92220",NA,NA
"92227",NA,NA
"92231",NA,NA
"92243",NA,NA
"92583",NA,NA
"92592",NA,NA
"92660",NA,NA
"92780",NA,NA
"94095",NA,NA
"95618",NA,NA
"96701",NA,NA
"96720",NA,NA
"96734",NA,NA
"96744",NA,NA
"96763",NA,NA
"96789",NA,NA
"96813",NA,NA
"96815",NA,NA
"96825",NA,NA
"97006",NA,NA
"97013",NA,NA
"97030",NA,NA
"97035",NA,NA
"97051",NA,NA
"97062",NA,NA
"97068",NA,NA
"97210",NA,NA
"97227",NA,NA
"98055",NA,NA
"98122-3854",NA,NA
"98683",NA,NA
"99208",NA,NA
"99352",NA,NA
"99659",NA,NA
"99684",NA,NA
"99742",NA,NA
"99762",NA,NA
"99769",NA,NA
"99771",NA,NA
"99772",NA,NA
"99778",NA,NA
"99783",NA,NA
"99784",NA,NA
"99785",NA,NA
"7731",NA,NA
"8050",NA,NA
"8724",NA,NA
"8833",NA,NA
"11201",NA,NA
"11758",NA,NA
"14760",NA,NA
"18241",NA,NA
"18615",NA,NA
"20707",NA,NA
"23661",NA,NA
"24502",NA,NA
"28311",NA,NA
"28655",NA,NA
"28734",NA,NA
"30121",NA,NA
"30165",NA,NA
"32086",NA,NA
"32162",NA,NA
"32163",NA,NA
"32204",NA,NA
"32225",NA,NA
"32277",NA,NA
"32413",NA,NA
"32608",NA,NA
"32701",NA,NA
"32803",NA,NA
"32828",NA,NA
"32967",NA,NA
"33045",NA,NA
"33178",NA,NA
"33324",NA,NA
"33418",NA,NA
"33432",NA,NA
"33458",NA,NA
"33469",NA,NA
"33774",NA,NA
"33908",NA,NA
"33914",NA,NA
"33950",NA,NA
"34119",NA,NA
"34450",NA,NA
"34471",NA,NA
"34609",NA,NA
"34638",NA,NA
"34667",NA,NA
"34684",NA,NA
"34952",NA,NA
"38237",NA,NA
"38305",NA,NA
"38866",NA,NA
"42726",NA,NA
"45875",NA,NA
"46311",NA,NA
"49002",NA,NA
"49629",NA,NA
"54767",NA,NA
"57249",NA,NA
"57641",NA,NA
"60030",NA,NA
"60514",NA,NA
"65806",NA,NA
"68122",NA,NA
"71901",NA,NA
"72901",NA,NA
"72908",NA,NA
"73018",NA,NA
"73103",NA,NA
"73110",NA,NA
"73120",NA,NA
"74103",NA,NA
"74116",NA,NA
"75063",NA,NA
"76018",NA,NA
"76164",NA,NA
"77396",NA,NA
"78218",NA,NA
"78231",NA,NA
"78233",NA,NA
"78257",NA,NA
"78387",NA,NA
"78599",NA,NA
"78730",NA,NA
"79121",NA,NA
"80007",NA,NA
"80123",NA,NA
"80439",NA,NA
"80443",NA,NA
"80863",NA,NA
"80907",NA,NA
"81004",NA,NA
"81212",NA,NA
"84095",NA,NA
"84604",NA,NA
"85029",NA,NA
"89052",NA,NA
"92102",NA,NA
"92274",NA,NA
"93635",NA,NA
"95334",NA,NA
"95340",NA,NA
"97071",NA,NA
"97229",NA,NA
"97236",NA,NA
"99204",NA,NA
"8873",NA,NA
"22901",NA,NA
"26062",NA,NA
"72758",NA,NA
"76006",NA,NA
"80027",NA,NA
"80126",NA,NA
"80138",NA,NA
"80210",NA,NA
"80923",NA,NA
"84003",NA,NA
"85741",NA,NA
"87505",NA,NA
"92868",NA,NA
"26601",NA,NA
"45325",NA,NA
"80023",NA,NA
"80112",NA,NA
"80498",NA,NA
"97232",NA,NA
"99508",NA,NA
"36352",NA,NA
"47401",NA,NA
"47403",NA,NA
"47905",NA,NA
"60942",NA,NA
"65613",NA,NA
"68127",NA,NA
"81008",NA,NA
"85739",NA,NA
"85755",NA,NA
"8844",NA,NA
"32259",NA,NA
"32796",NA,NA
"32812",NA,NA
"32927",NA,NA
"33542",NA,NA
"34236",NA,NA
"34637",NA,NA
"34655",NA,NA
"61842",NA,NA
"75068",NA,NA
"75087",NA,NA
"79329",NA,NA
"79363",NA,NA
"79416",NA,NA
"80234",NA,NA
"7930",NA,NA
"33140",NA,NA
"33150",NA,NA
"33180",NA,NA
"33445",NA,NA
"33603",NA,NA
"33912",NA,NA
"33928",NA,NA
"33952",NA,NA
"33990",NA,NA
"34110",NA,NA
"34232",NA,NA
"34239",NA,NA
"34243",NA,NA
"34689",NA,NA
"42256",NA,NA
"44512",NA,NA
"47404",NA,NA
"54416",NA,NA
"67846",NA,NA
"76012",NA,NA
"80239",NA,NA
"80435",NA,NA
"80917",NA,NA
"85614",NA,NA
"95301",NA,NA
"99753",NA,NA
"2446",NA,NA
"26234",NA,NA
"28646",NA,NA
"32034",NA,NA
"32218",NA,NA
"32746",NA,NA
"32763",NA,NA
"33030",NA,NA
"33065",NA,NA
"33126",NA,NA
"33139",NA,NA
"33156",NA,NA
"33175",NA,NA
"33176",NA,NA
"33181",NA,NA
"33467",NA,NA
"33496",NA,NA
"33559",NA,NA
"33881",NA,NA
"33948",NA,NA
"34102",NA,NA
"34103",NA,NA
"34108",NA,NA
"34135",NA,NA
"34142",NA,NA
"34212",NA,NA
"34219",NA,NA
"34224",NA,NA
"34287",NA,NA
"46202",NA,NA
"65753",NA,NA
"74012",NA,NA
"74501",NA,NA
"78336",NA,NA
"79356",NA,NA
"79414",NA,NA
"80122",NA,NA
"80241",NA,NA
"80424",NA,NA
"80516",NA,NA
"81007",NA,NA
"81301",NA,NA
"98006",NA,NA
"26201",NA,NA
"26451",NA,NA
"28786",NA,NA
"32751",NA,NA
"32765",NA,NA
"32771",NA,NA
"32780",NA,NA
"32907",NA,NA
"32931",NA,NA
"32937",NA,NA
"32940",NA,NA
"32955",NA,NA
"33574",NA,NA
"33606",NA,NA
"33607",NA,NA
"33611",NA,NA
"33624",NA,NA
"33626",NA,NA
"33712",NA,NA
"33781",NA,NA
"33897",NA,NA
"37167",NA,NA
"46123",NA,NA
"47303",NA,NA
"47348",NA,NA
"47421",NA,NA
"47454",NA,NA
"75070",NA,NA
"78705",NA,NA
"79364",NA,NA
"79424",NA,NA
"80031",NA,NA
"80226",NA,NA
"80759",NA,NA
"81122",NA,NA
"25113",NA,NA
"32092",NA,NA
"46037",NA,NA
"46151",NA,NA
"47960",NA,NA
"60021",NA,NA
"80132",NA,NA
"80909",NA,NA
"7666",NA,NA
"13206",NA,NA
"14779",NA,NA
"29631",NA,NA
"29670",NA,NA
"29678",NA,NA
"29697",NA,NA
"32901",NA,NA
"33880",NA,NA
"34202",NA,NA
"75041",NA,NA
"75182",NA,NA
"79035",NA,NA
"92604",NA,NA
"12308",NA,NA
"15237",NA,NA
"24426",NA,NA
"24836",NA,NA
"25043",NA,NA
"27577",NA,NA
"29625",NA,NA
"31794",NA,NA
"33965",NA,NA
"57221",NA,NA
"60031",NA,NA
"80305",NA,NA
"85390",NA,NA
"89144",NA,NA
"7040",NA,NA
"10940",NA,NA
"26301",NA,NA
"57349",NA,NA
"58730",NA,NA
"60471",NA,NA
"72650",NA,NA
"78368",NA,NA
"80021",NA,NA
"98027",NA,NA
"98108",NA,NA
"98502",NA,NA
"98503",NA,NA
"98520",NA,NA
"98541",NA,NA
"98569",NA,NA
"98604",NA,NA
"98661",NA,NA
"98664",NA,NA
"26452",NA,NA
"32792",NA,NA
"32960",NA,NA
"49735",NA,NA
"98106",NA,NA
"98272",NA,NA
"98597",NA,NA
"12414",NA,NA
"12516",NA,NA
"25125",NA,NA
"32164",NA,NA
"32401",NA,NA
"37203",NA,NA
"46173",NA,NA
"98208",NA,NA
"12184",NA,NA
"12534",NA,NA
"26101",NA,NA
"34285",NA,NA
"34711",NA,NA
"55103",NA,NA
"72756",NA,NA
"85283",NA,NA
"92539",NA,NA
"98237",NA,NA
"13030",NA,NA
"13090",NA,NA
"26624",NA,NA
"29621",NA,NA
"49512",NA,NA
"80813",NA,NA
"98053",NA,NA
"93720",NA,NA
